IDCLIENTE,CLIENTE,USUARIOS,EJECUTIVO,TIPO DE DESCUENTO,%DESCUENTO,DIRECCION,ZONA,TIPO DE CLIENTE,GPS CLIENTE,TELEFONO,CORREO,REGFENTE,REDES SOCIALES,ASISTENTE DE FARMACIAS,ENCARGADO DE FARMACIA,priodidad,MES DE ACTIVACION,UNION,ESTATUS,CODIGO DE BRICK,DESCRIPCION IMS 
FARMALOLA,FARMALOLA,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,9,,3311,
FARMACIA SAN GREGORIO,FARMACIA SAN GREGORIO,ohurtado@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,5201,
FARMACIA BARINAS VIII SABANETA,FARMACIA BARINAS VIII SABANETA,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,8,,5201,
LAS REBAJAS SUC (KAREMIS),LAS REBAJAS SUC (KAREMIS),ohurtado@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,5216,
FARMACIA PRADO,FARMACIA PRADO,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,,5201,
SANTO CRISTO,SANTO CRISTO,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,,5201,
FSI BISCUCUY,FSI BISCUCUY,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,8,,3311,
MI FARMA,MI FARMA,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,7,,3311,
FARMATODO LAS MALVINAS,FARMATODO LAS MALVINAS,ohurtado@distrilabve.com,,VOLUMEN,,,,FARMATODO,,,,,,,,,,3,,5101,
FARMA VIDA (JOSE ALIRIO VARGAS),FARMA VIDA (JOSE ALIRIO VARGAS),ohurtado@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,9,,5201,
DON TEO,DON TEO,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,,5224,
NESTOR DUGARTE,NESTOR DUGARTE,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,,5216,
LA NUEVA REBAJA,LA NUEVA REBAJA,ohurtado@distrilabve.com,,VOLUMEN,,,,EN RUTA,,,,,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,5216,
FARMACIA PRADO,FARMACIA PRADO,ohurtado@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,,,5201,
FARMATODO SIETE COLINAS,FARMATODO SIETE COLINAS,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FARMATODO,,,,TRUJILLO,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMATODO LA PLATA,FARMATODO LA PLATA,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FARMATODO,,,,TRUJILLO,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMATODO TRUJILLO,FARMATODO TRUJILLO,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FARMATODO,,,,TRUJILLO,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,3101,
2000,2000,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA+MEDICA CARVAJAL,FARMACIA+MEDICA CARVAJAL,jvalera@distrilabve.com,,VOLUMEN,,,CARVAJAL,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA + MEDICA CENTRO,FARMACIA + MEDICA CENTRO,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMA FE III VALERA,FARMACIA FARMA FE III VALERA,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMASOL VALERA,FARMACIA FARMASOL VALERA,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA LA REDOMA 2021,FARMACIA LA REDOMA 2021,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA MEDICA,FARMACIA MEDICA,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3101,
MILLENIUM,MILLENIUM,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
SAN ROQUE,SAN ROQUE,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMABICA,FARMABICA,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA FARMA FE II,FARMACIA FARMA FE II,jvalera@distrilabve.com,,VOLUMEN,,,BETIJOQUE,EN RUTA,,,,TRUJILLO,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3102,
LAS ARAUJAS,LAS ARAUJAS,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3102,
MIRABEL,MIRABEL,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3102,
MIRABEL II,MIRABEL II,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3102,
SAN JACINTO,SAN JACINTO,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACENTRO SANTA LUCIA,FARMACENTRO SANTA LUCIA,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3103,
EL CARMEN,EL CARMEN,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMA FE C.A,FARMA FE C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,EN RUTA,,,,TRUJILLO,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3110,
CARMEN II,CARMEN II,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,EN RUTA,,,,TRUJILLO,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3110,
LA PLAZUELA,LA PLAZUELA,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3136,
FLOR DE PATRIA,FLOR DE PATRIA,jvalera@distrilabve.com,,VOLUMEN,,,PAMPAN,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3138,
LA NUEVA,LA NUEVA,jvalera@distrilabve.com,,VOLUMEN,,,PAMPAN,EN RUTA,,,,TRUJILLO,,,,,,8,DATOS DEL CLIENTE INCOMPLETO,3138,
PAMPANITO,PAMPANITO,jvalera@distrilabve.com,,VOLUMEN,,,PAMPANITO,EN RUTA,,,,TRUJILLO,,,,,,6,DATOS DEL CLIENTE INCOMPLETO,3139,
MI ANGEL,MI ANGEL,jvalera@distrilabve.com,,VOLUMEN,,,CARVAJAL,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3151,
FARMACIA TODO SALUD PLUS,FARMACIA TODO SALUD PLUS,jvalera@distrilabve.com,,VOLUMEN,,,PAMPANITO,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3139,
FARMACIA SAN LUCAS 1,FARMACIA SAN LUCAS 1,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMADESCUENTO,FARMADESCUENTO,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3101,
SIETE COLINAS -FARMATODO - AV 10 C/CLLE 12 EDIF MUCHACHO HNOS,SIETE COLINAS -FARMATODO - AV 10 C/CLLE 12 EDIF MUCHACHO HNOS,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FARMATODO,,,,TRUJILLO,,,,,,3,DATOS DEL CLIENTE INCOMPLETO,3101,
TRUJILLO -FARMATODO - AV 10 C/CLLE 8 NÃ¢â€“â€˜ 8-7,TRUJILLO -FARMATODO - AV 10 C/CLLE 8 NÃ¢â€“â€˜ 8-7,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FARMATODO,,,,TRUJILLO,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMATODO LA PLATA,FARMATODO LA PLATA,jvalera@distrilabve.com,,VOLUMEN,,,,FARMATODO,,,,,,,,,,4,DATOS DEL CLIENTE INCOMPLETO,,
NUEVO SIGLO NEGRO PRIMERO,NUEVO SIGLO NEGRO PRIMERO,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,3101,
NUEVO SIGLO 1 C.A,NUEVO SIGLO 1 C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMA + MEDICA TRUJILLO C.A,FARMA + MEDICA TRUJILLO C.A,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA SAN ROQUE AEROPUERTO C.A,FARMACIA SAN ROQUE AEROPUERTO C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA GLORIASALUD C.A,FARMACIA GLORIASALUD C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMASTEVEN C.A,FARMACIA FARMASTEVEN C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMARIAN C.A,FARMACIA FARMARIAN C.A,jvalera@distrilabve.com,,VOLUMEN,,,,FUERA DE RUTA,,,,,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA ARMONIA DENTAL C.A,FARMACIA ARMONIA DENTAL C.A,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMA FE PAMPANITO C.A,FARMACIA FARMA FE PAMPANITO C.A,jvalera@distrilabve.com,,VOLUMEN,,,PAMPANITO,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMANUEVA PAMPAN,FARMACIA FARMANUEVA PAMPAN,jvalera@distrilabve.com,,VOLUMEN,,,PAMPAN,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA ALDEA DE LOS MUCHACHOS C.A,FARMACIA ALDEA DE LOS MUCHACHOS C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
FARMACIA FARMASANJUAN C.A,FARMACIA FARMASANJUAN C.A,jvalera@distrilabve.com,,VOLUMEN,,,CARACHE,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMASANJUAN CENTRO C.A,FARMACIA FARMASANJUAN CENTRO C.A,jvalera@distrilabve.com,,VOLUMEN,,,CARACHE,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
EXPENDIO DE MEDICINAS SANTA ANA C.A,EXPENDIO DE MEDICINAS SANTA ANA C.A,jvalera@distrilabve.com,,VOLUMEN,,,SANTA ANA,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA PRINCIPAL C.A,FARMACIA PRINCIPAL C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA MI FARMACIA C.A,FARMACIA MI FARMACIA C.A,jvalera@distrilabve.com,,VOLUMEN,,,PAMPANITO,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
EXPENDIO DE MEDICINAS INVERSIONES FARMASANJUAN C.A,EXPENDIO DE MEDICINAS INVERSIONES FARMASANJUAN C.A,jvalera@distrilabve.com,,VOLUMEN,,,CARACHE,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMAPUERTA 2024 C.A,FARMACIA FARMAPUERTA 2024 C.A,jvalera@distrilabve.com,,VOLUMEN,,,LA PUERTA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
EXPENDIO DE MEDICINAS LA PUEBLITA C.A,EXPENDIO DE MEDICINAS LA PUEBLITA C.A,jvalera@distrilabve.com,,VOLUMEN,,,LA PUEBLITA,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA POPULAR C.A,FARMACIA POPULAR C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA PADRE PIO,FARMACIA PADRE PIO,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA LA NUEVA CENTRAL C.A,FARMACIA LA NUEVA CENTRAL C.A,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA BOCONO PLAZA C.A,FARMACIA BOCONO PLAZA C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA EL SINAHY C.A,FARMACIA EL SINAHY C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMABOCONO C.A,FARMACIA FARMABOCONO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMACENTRO BOCONO C.A,FARMACIA FARMACENTRO BOCONO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMASOL MAMA TERESA C.A,FARMACIA FARMASOL MAMA TERESA C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMASOL VALERA C.A,FARMACIA FARMASOL VALERA C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMASOLG C.A,FARMACIA FARMASOLG C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIE LUCIA'S  C.A,FARMACIE LUCIA'S  C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA VIDA Y SALUD RD C.A,FARMACIA VIDA Y SALUD RD C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
EXPEDIO DE LUIS ENRIQUE ARAUJO SULBARAN,EXPEDIO DE LUIS ENRIQUE ARAUJO SULBARAN,jvalera@distrilabve.com,,VOLUMEN,,,CUICAS,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMAVILMA C.A,FARMACIA FARMAVILMA C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,FUERA DE RUTA,,,,TRUJILLO,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA SANTO CRISTO C.A,FARMACIA SANTO CRISTO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3102,
EXPENDIO DE MEDICINAS EL SOCORRO C.A,EXPENDIO DE MEDICINAS EL SOCORRO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BATATILLO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA LEVI C.A,FARMACIA LEVI C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA SAN IGNACIO DE LOYOLA C.A,FARMACIA SAN IGNACIO DE LOYOLA C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3102,
EXPENDIO DE MEDICINA DIVINA PASTORA C.A,EXPENDIO DE MEDICINA DIVINA PASTORA C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
EXPENDIO DE MEDICINAS SALUD Y VIDA C.A,EXPENDIO DE MEDICINAS SALUD Y VIDA C.A,jvalera@distrilabve.com,,VOLUMEN,,,MONAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
EXPENDIO DE MEDICINAS MAS SALUD II C.A,EXPENDIO DE MEDICINAS MAS SALUD II C.A,jvalera@distrilabve.com,,VOLUMEN,,,BURBUSAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
JOSE GREGORIO HERNANDEZ II C.A,JOSE GREGORIO HERNANDEZ II C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3110,
EXPENDIO DE MEDICINAS PALMARITO C.A,EXPENDIO DE MEDICINAS PALMARITO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMABIEN 8B C.A,FARMABIEN 8B C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA FARMACENTRO1 C.A,FARMACIA FARMACENTRO1 C.A,jvalera@distrilabve.com,,VOLUMEN,,,TRUJILLO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMA + MEDICA CENTRO 2 C.A,FARMACIA FARMA + MEDICA CENTRO 2 C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA FARMA + MEDICA TIMOTES 2 C.A,FARMACIA FARMA + MEDICA TIMOTES 2 C.A,jvalera@distrilabve.com,,VOLUMEN,,,TIMOTES,EN RUTA,,,,MERIDA,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA FARMA + MEDICA TIMOTES C.A,FARMACIA FARMA + MEDICA TIMOTES C.A,jvalera@distrilabve.com,,VOLUMEN,,,TIMOTES,EN RUTA,,,,MERIDA,,,,,,7,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA AEROPUERTO C.A,FARMACIA AEROPUERTO C.A,jvalera@distrilabve.com,,VOLUMEN,,,CARVAJAL,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA BIENESTAR BOCONO C.A,FARMACIA BIENESTAR BOCONO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,5,DATOS DEL CLIENTE INCOMPLETO,3101,
FARMACIA FARMASANTOS C.A,FARMACIA FARMASANTOS C.A,jvalera@distrilabve.com,,VOLUMEN,,,BUENA VISTA,EN RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA FARMAVEN C.A,FARMACIA FARMAVEN C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA HOSPITAL C.A,FARMACIA HOSPITAL C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA JOSE GREGORIO HERNANDEZ C.A,FARMACIA JOSE GREGORIO HERNANDEZ C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,EN RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA LA VENEZOLANA BOCONO C.A,FARMACIA LA VENEZOLANA BOCONO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,9,DATOS DEL CLIENTE INCOMPLETO,3103,
FARMACIA SANTO DOMINGO C.A,FARMACIA SANTO DOMINGO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
EXPENDIO DE MEDICINA DR JOSE GREGORIO HERNANDEZ F.P,EXPENDIO DE MEDICINA DR JOSE GREGORIO HERNANDEZ F.P,jvalera@distrilabve.com,,VOLUMEN,,,SANTIAGO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
EXPENDIO DE MEDICINAS LA VICTORIA C.A,EXPENDIO DE MEDICINAS LA VICTORIA C.A,jvalera@distrilabve.com,,VOLUMEN,,,SABANA DE MENDOZA,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
EXPENDIO DE MEDICINAS BURBUSAY 88 C.A,EXPENDIO DE MEDICINAS BURBUSAY 88 C.A,jvalera@distrilabve.com,,VOLUMEN,,,BURBUSAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
EXPENDIO DE MEDICINAS LOS TRES CONTINENTES C.A,EXPENDIO DE MEDICINAS LOS TRES CONTINENTES C.A,jvalera@distrilabve.com,,VOLUMEN,,,CUICAS,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
EXPENDIO DE MEDICINAS EL NAZARENO DE LAS RAIC,EXPENDIO DE MEDICINAS EL NAZARENO DE LAS RAIC,jvalera@distrilabve.com,,VOLUMEN,,,MONAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3193,
EXPENDIO DE MEDICINAS JESUS REY DE REYES C.A,EXPENDIO DE MEDICINAS JESUS REY DE REYES C.A,jvalera@distrilabve.com,,VOLUMEN,,,MONAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
EXPENDIO DE MEDICINAS DE LOURDES GRATEROL F.P,EXPENDIO DE MEDICINAS DE LOURDES GRATEROL F.P,jvalera@distrilabve.com,,VOLUMEN,,,MONAY,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
EXPENDIO DE MEDICINAS SANTA BÃRBARA C.A,EXPENDIO DE MEDICINAS SANTA BÃRBARA C.A,jvalera@distrilabve.com,,VOLUMEN,,,CUICAS,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3103,
FARMA 24 C.A,FARMA 24 C.A,jvalera@distrilabve.com,,VOLUMEN,,,VALERA,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA ACTUAL NIÃ‘O JESUS C.A,FARMACIA ACTUAL NIÃ‘O JESUS C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3119,
FARMACIA FARMA EXPRES BOCONO C.A,FARMACIA FARMA EXPRES BOCONO C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,10,DATOS DEL CLIENTE INCOMPLETO,3110,
FARMACIA BOLIVAR C.A,FARMACIA BOLIVAR C.A,jvalera@distrilabve.com,,VOLUMEN,,,BOCONO,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
FARMACIA BUENA VISTA RR C.A,FARMACIA BUENA VISTA RR C.A,jvalera@distrilabve.com,,VOLUMEN,,,BUENA VISTA,EN RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3104,
FARMACIA FARMAGONZAM C.A,FARMACIA FARMAGONZAM C.A,jvalera@distrilabve.com,,VOLUMEN,,,PAMPAN,FUERA DE RUTA,,,,TRUJILLO,,,,,,,DATOS DEL CLIENTE INCOMPLETO,3102,
